Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
C9,10nF,C_0805_2012Metric,105.5,-166.0,0.0,top
C90,C,C_0805_2012Metric,240.817597,-83.743979,0.0,top
C91,C,C_0805_2012Metric,238.796177,-79.743979,180.0,top
C92,C,C_0805_2012Metric,240.317597,-98.643979,90.0,top
C93,C,C_0805_2012Metric,224.617597,-64.493979,180.0,top
C94,C,C_0805_2012Metric,234.017597,-64.493979,0.0,top
C95,C,C_0805_2012Metric,237.067597,-98.743979,90.0,top
C96,C,C_0805_2012Metric,240.767597,-81.743979,180.0,top
C97,C,C_0805_2012Metric,237.867597,-91.493979,0.0,top
C98,C,C_0805_2012Metric,224.617597,-66.493979,0.0,top
C99,C,C_0805_2012Metric,233.017597,-86.193979,0.0,top
D1,SS34,D_SMA,99.05,-168.5,-90.0,top
D2,SS34,D_SMA,62.0,-172.5,-90.0,top
IC1,LT3045EMSE#PBF,SOP65P490X110-13N,109.075,-112.395,-90.0,top
IC2,LT3094EMSE#PBF,SOP65P490X110-13N,127.245,-111.76,-90.0,top
J1,DB2EKM-7.62-3P-GN-S,TerminalBlock_CUI_TB007-508-03_1x03_P5.08mm_Horizontal,54.877332,-56.408676,90.0,top
J2,Conn_01x19_Socket,PinHeader_1x19_P2.54mm_Vertical,85.72,-200.025,-90.0,top
J3,Conn_01x19_Socket,PinHeader_1x19_P2.54mm_Vertical,85.72,-225.425,-90.0,top
J4,RCA_x2,CONN-TH_XDJK-0271-1650,165.722896,-49.5751,180.0,top
J5,RCA_x2,CONN-TH_XDJK-0271-1650,354.952896,-49.5751,180.0,top
K1,Y14x-1C-xxDS,Relay_SPDT_HsinDa_Y14,301.625,-123.825,-90.0,top
K2,Y14x-1C-xxDS,Relay_SPDT_HsinDa_Y14,213.4353,-156.7636,90.0,top
K3,Y14x-1C-xxDS,Relay_SPDT_HsinDa_Y14,261.5447,-123.9064,-90.0,top
K4,Y14x-1C-xxDS,Relay_SPDT_HsinDa_Y14,253.365,-156.845,90.0,top
K5,Y14x-1C-xxDS,Relay_SPDT_HsinDa_Y14,222.885,-123.825,-90.0,top
K6,Y14x-1C-xxDS,Relay_SPDT_HsinDa_Y14,291.465,-156.845,90.0,top
